applicant_id,age,gender,marital_status,num_dependents,education_level,state,residence_type,employment_type,work_experience_years,monthly_income_inr,bank_balance_avg_3m_inr,savings_rate_pct,upi_monthly_txn_count,upi_monthly_txn_value_inr,mobile_bill_ontime_pct,utility_bill_ontime_pct,gst_filed_regularly,credit_history_months,num_credit_accounts,has_credit_card,has_secured_loan,credit_mix_score,credit_utilization_pct,num_hard_inquiries_12m,num_missed_payments_24m,num_defaults,existing_active_loans,loan_purpose,loan_amount_requested_inr,loan_tenure_months,estimated_emi_inr,debt_to_income_ratio,credit_score,interest_rate_pct,loan_decision
BC00500,61,Female,Married,0,Higher Secondary,Punjab,Rented,Freelancer,5,26151,47166,22.2,33,13125,84.3,69.4,-1,78,9,0,1,2,56.2,1,0,0,0,Home Loan,914899,84,15569,0.595,715,10.11,Conditionally Approved
BC00501,27,Female,Single,3,Graduate,Punjab,Owned,Business Owner,1,137178,410261,21.3,41,93665,92.7,70.1,1,31,14,1,0,2,15.5,3,4,0,4,Business Loan,313503,36,10234,0.22,705,11.56,Conditionally Approved
BC00502,24,Male,Single,3,Graduate,Tamil Nadu,Parental,Gig Worker,0,12062,22982,20.5,37,11285,69.7,75.6,-1,46,10,1,1,3,50.3,0,0,0,1,Personal Loan,2368292,48,60980,5.47,717,9.53,Rejected
BC00503,31,Male,Single,3,Graduate,Punjab,Rented,Self-Employed,10,124373,283875,9.6,31,163652,87.2,91.7,1,25,10,1,0,2,27.7,1,1,0,4,Vehicle Loan,2076393,12,183321,1.635,758,9.11,Rejected
BC00504,49,Female,Married,3,Secondary,Punjab,Rented,Salaried,1,158663,104265,7.2,31,229400,87.5,85.8,-1,23,14,1,0,2,38.2,1,2,0,2,Business Loan,3052083,180,34308,0.279,754,10.33,Approved
BC00505,56,Female,Married,1,Post Graduate,Kerala,Rented,Salaried,1,150576,246503,16.4,30,48893,55.3,64.6,-1,23,11,0,0,1,47.5,0,0,0,0,Personal Loan,4576226,48,117831,0.783,769,9.74,Under Review
BC00506,45,Male,Single,2,Post Graduate,Uttar Pradesh,Parental,Business Owner,9,408710,49767,18.1,33,295526,48.7,79.0,1,21,13,0,1,2,23.4,1,2,0,5,Home Loan,2429897,84,41351,0.162,727,10.19,Conditionally Approved
BC00507,41,Male,Single,3,Graduate,Telangana,Rented,Self-Employed,8,86045,16454,9.2,27,94802,84.3,87.6,0,30,11,1,1,3,8.2,1,3,0,2,Home Loan,1344416,36,43887,0.626,734,11.96,Conditionally Approved
BC00508,56,Female,Married,2,Graduate,West Bengal,Owned,Salaried,2,135454,140221,4.1,45,126416,94.6,78.4,-1,11,8,1,1,3,3.6,3,1,0,2,Vehicle Loan,2035196,84,34634,0.33,780,10.05,Approved
BC00509,30,Female,Married,0,Graduate,Telangana,Parental,Self-Employed,3,95059,138134,14.6,31,136089,79.3,52.6,1,88,3,1,1,3,17.4,1,0,1,0,Vehicle Loan,3968198,240,40421,0.425,776,11.12,Conditionally Approved
BC00510,57,Male,Married,2,Below Secondary,Rajasthan,Parental,Salaried,1,79400,140486,32.2,36,25437,79.2,57.5,-1,16,11,1,1,3,11.6,2,1,0,5,Business Loan,1610121,240,16401,0.521,784,9.75,Conditionally Approved
BC00511,29,Male,Married,0,Higher Secondary,Telangana,Company Provided,Self-Employed,0,147702,395134,10.5,23,121897,68.9,87.9,1,6,8,0,1,2,41.5,2,3,0,2,Vehicle Loan,493035,36,16095,0.177,647,13.07,Under Review
BC00512,44,Female,Single,1,Secondary,Madhya Pradesh,Owned,Salaried,4,56852,132925,6.7,43,62683,93.1,70.6,-1,4,10,1,1,3,37.1,1,0,0,5,Personal Loan,3149072,36,102799,2.248,734,9.73,Rejected
BC00513,55,Female,Married,1,Graduate,Karnataka,Rented,Gig Worker,0,48599,47138,16.8,34,27269,55.8,46.3,-1,0,2,1,0,1,25.7,2,1,1,3,Personal Loan,2085115,48,53689,1.413,639,14.38,Rejected
BC00514,55,Male,Married,3,Graduate,Gujarat,Rented,Salaried,2,77756,175426,28.7,32,91056,30.3,61.6,-1,21,11,0,1,2,44.6,1,0,0,3,Home Loan,739317,120,10101,0.323,738,9.68,Conditionally Approved
BC00515,56,Female,Married,2,Higher Secondary,Punjab,Rented,Self-Employed,14,61151,103543,2.5,35,24306,42.4,88.5,0,8,0,1,1,2,52.7,0,0,3,3,Personal Loan,4602636,36,150249,2.702,517,19.94,Rejected
BC00516,38,Male,Divorced,1,Higher Secondary,Telangana,Company Provided,Salaried,15,144052,339909,24.3,43,121183,72.7,90.8,-1,0,10,1,0,2,26.7,0,0,0,4,Credit Card,801240,180,9006,0.201,769,11.04,Approved
BC00517,59,Female,Married,2,Graduate,Karnataka,Rented,Salaried,1,81481,105277,19.6,28,90565,77.5,98.2,-1,29,4,1,1,3,27.9,3,4,0,2,Education Loan,4365596,180,49072,0.725,729,10.26,Under Review
BC00518,52,Female,Married,3,Secondary,Gujarat,Rented,Salaried,4,26283,9632,7.7,39,16298,77.2,85.1,-1,45,9,0,1,2,18.0,2,1,0,0,Personal Loan,4334874,84,73769,2.807,769,9.08,Rejected
BC00519,44,Male,Single,1,Below Secondary,Delhi,Owned,Self-Employed,3,135951,257439,5.1,25,52833,95.2,69.9,1,3,9,1,0,2,37.1,1,0,0,0,Vehicle Loan,1045791,48,26928,0.198,742,9.07,Conditionally Approved
BC00520,43,Male,Single,2,Graduate,Karnataka,Owned,Business Owner,10,326266,559680,14.9,22,472572,95.5,81.5,0,24,13,0,0,1,39.1,4,2,0,4,Education Loan,2270943,60,49150,0.212,685,14.61,Conditionally Approved
BC00521,52,Male,Single,1,Graduate,West Bengal,Owned,Salaried,1,51170,146625,5.3,31,71463,72.6,77.7,-1,54,1,0,0,0,23.9,0,0,0,0,Personal Loan,3112138,24,144761,2.829,758,11.52,Rejected
BC00522,57,Female,Married,2,Graduate,Rajasthan,Owned,Business Owner,0,118431,67527,4.8,22,167182,72.6,55.5,1,170,3,1,0,2,24.3,2,2,0,3,Home Loan,1591121,84,27077,0.355,792,10.8,Approved
BC00523,32,Male,Divorced,0,Below Secondary,Gujarat,Owned,Freelancer,0,69722,139638,10.4,36,102784,81.0,57.3,-1,44,1,0,0,0,74.6,2,0,0,2,Home Loan,2010299,36,65624,1.085,630,13.86,Rejected
BC00524,33,Female,Married,3,Graduate,Karnataka,Owned,Gig Worker,2,46630,68771,4.9,41,24324,82.1,81.4,-1,11,1,0,0,0,20.1,2,3,0,0,Vehicle Loan,2903501,84,49410,1.06,666,13.96,Rejected
BC00525,43,Female,Married,0,Higher Secondary,Tamil Nadu,Rented,Salaried,1,164076,196707,9.9,40,80288,92.1,63.2,-1,50,12,1,0,2,19.3,2,1,0,0,Credit Card,2877433,60,62276,0.38,811,8.29,Approved
BC00526,45,Female,Single,1,Higher Secondary,Karnataka,Rented,Self-Employed,7,132473,318498,18.8,39,45181,41.9,37.7,1,36,2,1,1,2,52.2,0,1,0,1,Business Loan,2509622,24,116735,0.919,660,14.97,Rejected
BC00527,55,Female,Married,1,Graduate,Karnataka,Parental,Salaried,5,80426,197115,11.1,44,110199,98.7,82.4,-1,9,4,1,0,2,20.3,0,0,0,1,Home Loan,1947459,60,42148,0.586,794,10.7,Conditionally Approved
BC00528,61,Female,Married,2,Graduate,Madhya Pradesh,Rented,Salaried,1,51819,112569,24.4,45,62355,68.4,74.0,-1,76,3,0,0,1,54.3,0,0,0,1,Home Loan,4290012,60,92848,1.888,691,12.18,Rejected
BC00529,50,Female,Single,2,Graduate,Tamil Nadu,Rented,Unemployed,3,10253,3511,6.7,33,10867,70.2,87.7,-1,22,1,1,0,1,35.8,1,0,0,2,Business Loan,3999842,240,40743,4.949,699,14.95,Rejected
BC00530,37,Female,Married,0,Secondary,Uttar Pradesh,Owned,Salaried,0,180289,198466,18.7,33,254786,88.1,78.6,-1,130,14,1,0,2,26.4,2,4,0,3,Education Loan,1265442,180,14224,0.162,759,10.36,Approved
BC00531,40,Female,Single,0,Higher Secondary,Karnataka,Parental,Self-Employed,11,78293,18444,12.3,36,77517,85.5,55.1,1,51,10,1,1,3,62.5,0,0,0,5,Vehicle Loan,4167095,120,56931,1.046,735,9.16,Rejected
BC00532,45,Male,Single,2,Higher Secondary,Rajasthan,Owned,Business Owner,13,161086,176659,4.4,38,73403,48.6,67.1,1,41,13,1,1,3,23.3,0,1,0,3,Vehicle Loan,2630309,36,85864,0.626,824,7.58,Conditionally Approved
BC00533,42,Female,Single,2,Post Graduate,Punjab,Company Provided,Business Owner,19,499962,989406,9.1,24,256099,72.5,78.9,1,52,13,0,1,2,57.7,1,0,0,3,Home Loan,3365537,48,86658,0.203,738,10.6,Conditionally Approved
BC00534,33,Male,Single,3,Post Graduate,Kerala,Rented,Self-Employed,10,29079,46650,10.3,37,13336,95.2,87.6,0,26,9,1,1,3,5.9,1,0,0,2,Education Loan,2641318,84,44949,1.89,814,7.88,Rejected
BC00535,39,Female,Single,2,Secondary,Tamil Nadu,Owned,Salaried,0,120665,258044,16.0,36,80748,82.4,59.1,-1,28,1,1,1,2,30.5,2,0,2,2,Business Loan,4297328,36,140282,1.245,637,14.78,Rejected
BC00536,56,Female,Single,2,Graduate,Rajasthan,Rented,Salaried,0,156717,266300,19.9,34,118383,47.7,95.2,-1,76,13,0,0,1,18.8,0,2,0,1,Personal Loan,1501469,240,15294,0.129,763,10.8,Approved
BC00537,32,Male,Single,1,Post Graduate,Delhi,Owned,Self-Employed,4,135606,232138,14.4,33,170349,84.3,46.2,1,45,5,1,0,2,44.1,1,2,0,0,Business Loan,3350874,180,37666,0.278,728,11.0,Conditionally Approved
BC00538,61,Male,Single,2,Post Graduate,Madhya Pradesh,Owned,Salaried,12,106835,168992,24.4,34,56570,88.3,68.9,-1,91,6,0,0,1,20.2,0,4,1,4,Home Loan,4786416,84,81453,0.95,644,15.74,Rejected
BC00539,39,Male,Single,3,Graduate,Delhi,Owned,Salaried,0,147232,170280,23.0,29,172326,65.8,53.8,-1,88,11,1,1,3,20.4,1,3,0,4,Home Loan,4113997,48,105929,0.855,729,9.32,Rejected
BC00540,32,Male,Married,0,Post Graduate,Karnataka,Rented,Salaried,0,186162,259703,29.4,24,165586,78.6,86.2,-1,150,9,0,0,1,18.0,1,0,1,5,Home Loan,4762838,120,65070,0.484,775,10.81,Conditionally Approved
BC00541,29,Female,Single,1,Graduate,Karnataka,Owned,Salaried,8,182547,77778,5.5,51,273746,43.5,72.1,-1,48,5,0,1,2,12.9,2,2,0,0,Home Loan,98926,36,3229,0.018,779,11.59,Approved
BC00542,27,Female,Married,2,Higher Secondary,Gujarat,Rented,Salaried,0,174960,440912,6.9,38,215533,40.3,83.0,-1,27,6,1,0,2,7.2,1,0,0,5,Personal Loan,3801387,180,42730,0.387,779,10.76,Approved
BC00543,48,Male,Married,2,Graduate,Karnataka,Parental,Salaried,2,68732,184113,37.6,29,100537,93.2,86.5,-1,7,0,1,0,1,16.3,2,2,0,1,Personal Loan,2829060,12,249773,3.707,750,10.33,Rejected
BC00544,34,Male,Married,2,Secondary,Punjab,Rented,Self-Employed,5,35862,83278,28.3,29,25491,78.3,29.4,1,48,5,0,1,2,42.0,1,0,2,5,Vehicle Loan,4607418,36,150405,4.891,595,21.55,Rejected
BC00545,51,Female,Single,1,Post Graduate,Rajasthan,Owned,Business Owner,1,72601,130130,17.0,26,32501,87.9,88.5,1,13,10,1,0,2,28.3,2,2,0,0,Personal Loan,533791,60,11553,0.159,762,10.41,Approved
BC00546,39,Male,Divorced,0,Graduate,Telangana,Owned,Gig Worker,0,27197,47612,9.1,33,24670,78.6,51.4,-1,13,2,1,1,2,71.0,1,0,0,0,Personal Loan,1720930,60,37246,1.369,701,9.43,Rejected
BC00547,36,Other,Single,0,Post Graduate,West Bengal,Owned,Salaried,7,37763,55283,11.1,36,16959,84.5,82.1,-1,10,0,1,0,1,21.5,2,0,0,4,Home Loan,2208714,24,102738,3.25,729,11.22,Rejected
BC00548,25,Male,Single,3,Secondary,Kerala,Rented,Salaried,4,94615,72939,18.9,33,84296,84.1,92.2,-1,83,7,0,0,1,43.2,2,0,0,1,Vehicle Loan,3498281,180,39323,0.468,759,10.6,Approved
BC00549,55,Female,Single,3,Secondary,Maharashtra,Rented,Salaried,22,192188,233130,8.3,36,119912,79.2,52.6,-1,80,3,1,1,3,15.2,1,0,0,2,Personal Loan,2100181,60,45454,0.289,876,7.67,Approved
BC00550,32,Male,Married,1,Graduate,Uttar Pradesh,Rented,Business Owner,2,331854,985848,21.1,31,295103,68.9,52.7,1,39,9,0,1,2,77.6,0,0,0,5,Personal Loan,846266,120,11562,0.11,659,12.82,Conditionally Approved
BC00551,45,Male,Married,0,Graduate,Delhi,Owned,Business Owner,0,420858,220037,7.7,38,605852,91.7,96.3,1,25,7,1,0,2,27.2,0,2,0,4,Education Loan,2672280,120,36509,0.134,778,9.72,Approved
BC00552,41,Male,Married,0,Graduate,Rajasthan,Owned,Salaried,6,120648,201938,8.5,30,78040,79.1,62.5,-1,44,9,1,1,3,12.0,2,2,0,5,Business Loan,4979073,60,107761,1.1,727,10.28,Rejected
BC00553,56,Female,Married,1,Secondary,Telangana,Parental,Freelancer,3,15336,40072,11.6,43,22883,85.3,87.4,-1,37,13,1,1,3,28.0,2,0,1,5,Education Loan,4275872,180,48064,4.764,687,13.74,Rejected
BC00554,43,Male,Divorced,1,Higher Secondary,Rajasthan,Rented,Salaried,1,84042,118811,5.1,37,48341,69.3,83.8,-1,21,10,0,0,1,33.2,1,0,0,2,Personal Loan,711259,240,7245,0.205,739,9.68,Conditionally Approved
BC00555,36,Female,Married,1,Secondary,West Bengal,Company Provided,Self-Employed,7,60536,112371,18.2,45,33278,72.1,51.7,0,19,3,1,1,3,49.1,1,0,1,1,Home Loan,660326,48,17002,0.363,689,14.47,Conditionally Approved
BC00556,59,Male,Single,2,Post Graduate,Rajasthan,Company Provided,Business Owner,1,186039,465209,25.4,33,177434,76.3,89.9,1,19,3,0,0,1,45.2,0,3,0,0,Business Loan,1295749,48,33364,0.179,701,10.56,Conditionally Approved
BC00557,62,Male,Divorced,2,Graduate,Maharashtra,Parental,Freelancer,1,114214,192785,32.7,36,149672,73.8,86.7,-1,35,11,1,0,2,4.1,1,0,0,3,Home Loan,1006277,180,11311,0.23,829,8.46,Approved
BC00558,59,Male,Married,0,Higher Secondary,Rajasthan,Owned,Business Owner,0,201094,446682,18.7,36,241193,86.7,99.0,0,41,13,0,1,2,82.9,2,0,0,5,Personal Loan,2276941,12,201027,1.124,660,12.04,Rejected
BC00559,34,Male,Married,2,Secondary,Maharashtra,Owned,Gig Worker,2,58664,64946,14.0,28,68534,87.9,84.3,-1,24,9,1,0,2,15.0,0,0,0,3,Home Loan,1468180,48,37803,0.9,785,10.48,Rejected
BC00560,51,Male,Married,2,Graduate,Karnataka,Owned,Salaried,2,130400,290240,36.1,30,83346,57.4,69.0,-1,138,3,0,1,2,38.1,1,0,0,1,Education Loan,4746298,84,80770,0.658,819,8.05,Under Review
BC00561,25,Male,Married,0,Graduate,Tamil Nadu,Company Provided,Gig Worker,3,11141,2439,27.0,36,3643,85.6,50.9,-1,3,5,0,1,2,65.0,2,0,0,3,Home Loan,124723,48,3211,1.635,673,14.07,Rejected
BC00562,55,Female,Single,2,Secondary,Karnataka,Owned,Salaried,6,101975,55414,18.3,35,50386,83.6,86.8,-1,17,13,1,0,2,13.2,2,0,0,5,Credit Card,3068967,84,52226,0.757,785,10.26,Under Review
BC00563,43,Female,Married,0,Post Graduate,Punjab,Rented,Freelancer,11,101124,197006,15.5,29,72745,63.9,54.7,-1,21,8,1,1,3,55.3,4,0,0,2,Education Loan,3776904,60,81743,0.907,672,15.37,Rejected
BC00564,49,Female,Single,0,Graduate,Delhi,Company Provided,Self-Employed,0,120750,169288,17.4,47,177022,93.7,77.9,1,0,4,1,1,3,43.6,1,0,0,3,Personal Loan,1583017,240,16125,0.258,777,9.32,Approved
BC00565,63,Male,Single,0,Graduate,Kerala,Parental,Gig Worker,0,30425,76130,16.7,40,42709,97.7,60.6,-1,18,11,0,1,2,31.8,1,0,0,1,Business Loan,842515,240,8582,0.446,756,10.89,Approved
BC00566,31,Male,Married,3,Post Graduate,Kerala,Rented,Self-Employed,0,89055,97224,18.2,33,48159,51.9,88.3,1,12,12,0,0,1,31.5,0,1,0,1,Vehicle Loan,1443196,48,37160,0.473,708,10.12,Conditionally Approved
BC00567,38,Male,Married,2,Graduate,Karnataka,Owned,Business Owner,0,378876,880850,16.5,31,443568,87.3,57.5,1,28,9,1,0,2,16.0,2,0,0,2,Education Loan,1085211,48,27943,0.1,825,8.82,Approved
BC00568,32,Male,Single,1,Higher Secondary,Madhya Pradesh,Owned,Self-Employed,5,113618,57198,21.5,29,113029,91.5,64.7,1,16,13,1,1,3,13.2,1,0,0,3,Personal Loan,2239568,180,25174,0.354,786,11.94,Approved
BC00569,29,Male,Married,3,Graduate,Punjab,Rented,Business Owner,6,118323,331000,9.2,34,42574,93.7,87.1,1,51,14,0,1,2,54.5,1,0,0,3,Business Loan,3984740,48,102601,0.994,686,14.95,Rejected
BC00570,30,Male,Married,1,Graduate,Delhi,Company Provided,Salaried,7,183588,241138,14.8,32,136965,41.0,91.5,-1,28,7,1,0,2,9.7,0,3,0,0,Personal Loan,697122,24,32427,0.177,751,11.03,Approved
BC00571,64,Male,Single,3,Higher Secondary,Gujarat,Parental,Salaried,1,154295,118748,2.4,30,136287,95.0,73.5,-1,5,7,1,1,3,14.6,1,1,0,4,Credit Card,3832164,24,178253,1.285,812,7.73,Rejected
BC00572,37,Male,Married,2,Below Secondary,Karnataka,Owned,Salaried,1,112969,269831,24.8,34,124389,70.3,25.1,-1,55,3,1,1,3,46.1,0,1,1,1,Personal Loan,1811331,12,159920,1.46,717,9.31,Rejected
BC00573,58,Male,Divorced,2,Higher Secondary,Madhya Pradesh,Owned,Salaried,3,157161,447731,15.3,33,102765,65.0,81.6,-1,4,14,0,0,1,7.0,1,0,0,0,Personal Loan,1927329,60,41713,0.265,786,11.24,Approved
BC00574,27,Male,Married,2,Higher Secondary,West Bengal,Rented,Freelancer,0,64649,178589,24.5,36,91839,85.0,68.1,-1,73,10,1,1,3,34.5,0,0,0,1,Business Loan,2942970,84,50082,0.852,825,8.66,Rejected
BC00575,33,Male,Married,2,Secondary,Telangana,Rented,Salaried,4,166559,131585,7.3,37,140285,74.3,34.5,-1,107,9,0,0,1,29.3,2,0,3,0,Education Loan,365315,240,3721,0.022,642,15.98,Rejected
BC00576,60,Female,Single,3,Higher Secondary,Punjab,Owned,Unemployed,20,13007,26649,13.3,22,7781,93.1,36.6,-1,15,8,1,0,2,22.5,0,0,0,4,Vehicle Loan,200594,60,4341,1.871,712,10.82,Rejected
BC00577,62,Male,Married,3,Below Secondary,Punjab,Rented,Salaried,2,148950,251113,15.9,37,101243,95.5,77.4,-1,104,8,0,0,1,47.8,3,1,0,0,Home Loan,770892,84,13119,0.088,755,9.95,Approved
BC00578,29,Male,Married,0,Higher Secondary,Karnataka,Company Provided,Salaried,6,92494,203746,14.1,36,111202,83.5,91.6,-1,63,4,1,0,2,4.6,3,3,0,1,Personal Loan,4113903,84,70008,0.811,766,10.07,Rejected
BC00579,47,Male,Divorced,1,Higher Secondary,Delhi,Company Provided,Gig Worker,3,48196,72877,17.4,41,51490,80.3,52.8,-1,102,5,1,0,2,17.4,1,3,0,3,Credit Card,4429455,36,144596,3.311,710,11.19,Rejected
BC00580,22,Male,Married,0,Higher Secondary,Punjab,Rented,Business Owner,0,135744,198500,34.3,40,161619,96.3,58.4,1,43,4,1,1,3,62.2,0,0,0,1,Business Loan,4009015,48,103226,0.797,788,10.65,Under Review
BC00581,25,Female,Married,1,Secondary,Delhi,Rented,Self-Employed,4,110432,293733,13.6,28,71870,94.4,65.3,1,10,2,1,1,2,56.2,1,0,0,5,Education Loan,2182942,12,192728,1.972,713,11.01,Rejected
BC00582,49,Male,Married,1,Higher Secondary,Gujarat,Owned,Self-Employed,1,46923,123250,15.3,32,32481,66.1,67.4,1,89,10,1,0,2,12.2,0,0,1,2,Home Loan,2722452,48,70099,1.707,742,9.47,Rejected
BC00583,57,Female,Married,0,Higher Secondary,Madhya Pradesh,Rented,Business Owner,0,150755,359404,8.0,39,116995,96.3,82.3,0,8,7,1,1,3,18.1,2,0,0,2,Personal Loan,2264979,12,199971,1.393,827,7.75,Rejected
BC00584,58,Female,Single,1,Graduate,Delhi,Owned,Salaried,5,192670,413122,14.7,33,101404,78.1,91.3,-1,9,8,0,1,2,18.5,1,3,0,5,Vehicle Loan,3455851,60,74794,0.518,752,9.96,Conditionally Approved
BC00585,39,Female,Married,2,Secondary,Delhi,Owned,Unemployed,9,16017,33111,20.0,34,18087,88.2,69.4,-1,12,14,0,0,1,22.8,0,0,0,2,Education Loan,246211,180,2768,0.797,779,10.86,Under Review
BC00586,28,Female,Single,3,Graduate,Rajasthan,Owned,Unemployed,2,8723,2294,13.7,39,6064,97.5,95.1,-1,14,3,1,0,2,21.0,1,4,0,2,Home Loan,1886082,180,21201,3.577,656,12.16,Rejected
BC00587,21,Female,Married,0,Post Graduate,Punjab,Rented,Business Owner,2,53696,122086,31.6,36,37130,93.1,75.0,1,28,8,1,0,2,29.0,1,0,0,4,Education Loan,2287699,60,49512,1.295,782,9.96,Rejected
BC00588,42,Male,Divorced,0,Higher Secondary,Karnataka,Parental,Salaried,11,80077,156190,24.7,41,49907,72.2,48.7,-1,49,8,1,0,2,54.4,3,0,1,3,Vehicle Loan,4390496,24,204224,2.738,644,13.45,Rejected
BC00589,37,Male,Married,0,Graduate,Karnataka,Company Provided,Business Owner,8,463274,452615,6.2,49,390722,83.2,51.6,1,104,6,0,1,2,26.3,3,0,0,3,Home Loan,4508434,84,76722,0.198,836,8.32,Approved
BC00590,27,Female,Single,3,Post Graduate,Uttar Pradesh,Rented,Salaried,6,127932,317053,18.5,33,156892,86.2,87.3,-1,3,7,1,1,3,51.3,0,1,0,1,Personal Loan,1863065,12,164487,1.325,720,11.64,Rejected
BC00591,45,Female,Divorced,2,Graduate,Uttar Pradesh,Rented,Salaried,1,165600,416334,22.3,30,215732,85.4,43.9,-1,123,14,0,1,2,20.8,0,0,0,5,Personal Loan,4637281,120,63355,0.534,818,8.75,Conditionally Approved
BC00592,24,Female,Married,4,Post Graduate,Uttar Pradesh,Owned,Salaried,12,134869,378085,7.1,39,170665,70.4,67.1,-1,101,2,1,1,2,49.7,0,0,2,0,Vehicle Loan,4852850,48,124954,0.926,707,11.61,Rejected
BC00593,56,Male,Married,3,Post Graduate,Gujarat,Rented,Self-Employed,0,51639,67814,15.2,28,53985,75.7,59.3,1,2,14,0,0,1,35.6,2,0,0,1,Home Loan,427332,60,9249,0.276,702,10.19,Conditionally Approved
BC00594,26,Male,Married,3,Graduate,Tamil Nadu,Rented,Freelancer,4,34692,58929,12.5,36,22082,79.0,95.4,-1,17,4,1,1,3,9.8,1,0,0,1,Home Loan,134153,84,2283,0.21,811,7.52,Approved
BC00595,51,Female,Divorced,0,Secondary,Punjab,Rented,Business Owner,0,156611,427120,16.5,41,185087,88.8,57.7,0,67,2,1,0,1,10.2,0,0,0,1,Education Loan,1176018,12,103829,0.695,826,7.52,Under Review
BC00596,39,Male,Single,2,Graduate,Madhya Pradesh,Owned,Business Owner,5,448172,456564,7.1,40,155621,54.0,85.0,1,37,6,1,0,2,8.6,2,0,1,1,Home Loan,4022162,240,40970,0.103,755,10.02,Conditionally Approved
BC00597,64,Female,Divorced,4,Higher Secondary,Kerala,Rented,Self-Employed,1,44963,108373,12.6,39,56554,76.3,47.0,1,60,5,0,1,2,35.0,3,1,0,3,Home Loan,4222060,48,108712,2.751,655,12.15,Rejected
BC00598,59,Female,Single,0,Higher Secondary,Tamil Nadu,Owned,Salaried,2,75939,226048,23.1,33,93881,71.0,79.3,-1,50,10,0,0,1,23.4,1,1,1,0,Personal Loan,1358064,180,15266,0.201,743,11.04,Conditionally Approved
BC00599,47,Male,Married,2,Graduate,Maharashtra,Owned,Salaried,2,54516,108520,18.4,39,60186,69.6,77.3,-1,27,2,1,0,1,17.6,1,0,2,1,Vehicle Loan,128947,60,2791,0.143,645,13.19,Rejected
BC00600,30,Female,Married,1,Higher Secondary,Rajasthan,Rented,Unemployed,0,5882,17368,24.6,32,2456,85.2,51.1,-1,1,8,1,1,3,23.9,1,1,0,3,Business Loan,2003980,180,22526,6.38,703,9.08,Rejected
BC00601,46,Female,Divorced,1,Graduate,Kerala,Owned,Salaried,4,75290,120152,29.7,42,112695,98.4,84.7,-1,35,11,0,1,2,35.7,0,0,0,1,Personal Loan,2588361,12,228522,3.102,781,11.31,Rejected
BC00602,39,Male,Married,3,Higher Secondary,Rajasthan,Rented,Freelancer,10,131192,71349,19.1,54,158439,69.9,38.1,-1,1,0,1,0,1,31.9,2,1,0,2,Business Loan,4019411,180,45181,0.421,702,10.48,Conditionally Approved
BC00603,59,Female,Married,2,Graduate,Kerala,Rented,Self-Employed,15,122228,74465,17.1,35,144445,97.7,81.5,1,37,9,1,0,2,29.7,3,0,0,1,Vehicle Loan,1018410,48,26223,0.255,808,7.87,Approved
BC00604,23,Female,Single,2,Below Secondary,Karnataka,Owned,Self-Employed,1,43054,95622,21.2,34,16223,55.4,45.4,0,64,2,1,1,2,49.5,2,0,0,5,Home Loan,2460912,24,114469,3.239,682,13.24,Rejected
BC00605,33,Male,Married,2,Post Graduate,Madhya Pradesh,Company Provided,Business Owner,6,162492,16677,4.0,39,126491,98.4,75.0,0,35,14,0,1,2,64.4,2,0,1,5,Home Loan,2649087,84,45081,0.431,655,14.2,Conditionally Approved
BC00606,48,Male,Married,2,Graduate,West Bengal,Parental,Self-Employed,5,80727,163026,6.4,51,32566,46.1,88.0,1,232,14,0,0,1,49.4,3,2,0,1,Personal Loan,3986642,24,185439,2.359,712,11.13,Rejected
BC00607,40,Male,Single,2,Graduate,West Bengal,Owned,Freelancer,2,105610,56891,13.3,31,77438,52.9,42.9,-1,24,14,1,1,3,26.2,0,0,0,4,Personal Loan,2517286,60,54481,0.705,788,11.33,Under Review
BC00608,48,Female,Married,4,Higher Secondary,Gujarat,Rented,Freelancer,0,85453,252485,22.1,39,84136,75.5,60.5,-1,55,10,1,1,3,22.8,1,0,1,2,Business Loan,3417764,24,158977,1.977,776,10.16,Rejected
BC00609,28,Male,Married,4,Graduate,Punjab,Rented,Self-Employed,5,119135,68273,16.3,34,161386,98.9,68.1,1,44,14,1,1,3,4.5,4,0,0,0,Vehicle Loan,3661880,36,119539,1.003,812,8.33,Rejected
BC00610,61,Male,Married,2,Graduate,Punjab,Parental,Salaried,14,158669,270078,13.8,29,101473,84.9,67.6,-1,190,9,1,1,3,42.4,1,0,0,1,Personal Loan,744934,84,12677,0.111,848,7.63,Approved
BC00611,59,Male,Single,2,Graduate,Karnataka,Parental,Self-Employed,4,28682,58551,36.5,35,30062,76.4,75.7,1,49,10,0,1,2,11.0,2,2,0,0,Home Loan,1090835,12,96308,3.358,730,11.5,Rejected
BC00612,21,Male,Married,0,Post Graduate,Telangana,Owned,Freelancer,2,73160,181184,24.9,31,36403,96.7,94.8,-1,7,6,0,0,1,68.5,2,1,0,2,Home Loan,1928292,84,32815,0.585,641,14.81,Under Review
BC00613,23,Male,Married,0,Higher Secondary,Punjab,Rented,Salaried,3,99567,142566,8.6,27,72162,86.8,72.7,-1,124,2,0,0,0,24.9,1,3,2,1,Vehicle Loan,4513786,36,147348,1.53,593,22.96,Rejected
BC00614,33,Male,Divorced,1,Graduate,Gujarat,Parental,Business Owner,1,141328,396851,22.2,29,203044,92.1,89.7,1,44,13,1,1,3,56.5,1,0,0,4,Personal Loan,192617,120,2632,0.16,732,10.43,Conditionally Approved
